trial_id,timestamp,run_label,seed,arm,trial_number,learning_rate,init_method,steps_to_threshold
270,2026-09-01 13:24:08,gate3b_restricted_search,127,reference,14,0.0008619247845699831,xavier,111.0
271,2026-09-01 13:24:08,gate3b_restricted_search,127,reference,15,0.031488332841565325,he,31.0
272,2026-09-01 13:24:08,gate3b_restricted_search,127,reference,16,0.009442165317276308,xavier,31.0
273,2026-09-01 13:24:08,gate3b_restricted_search,127,reference,17,0.0007533043803864485,he,80.0
274,2026-09-01 13:24:08,gate3b_restricted_search,127,reference,18,0.039340118840409874,xavier,43.0
275,2026-09-01 13:24:08,gate3b_restricted_search,127,reference,19,0.008375797875446372,he,36.0
276,2026-09-01 13:24:08,gate3b_restricted_search,127,reference,20,0.0009712798508231742,xavier,111.0
277,2026-09-01 13:24:08,gate3b_restricted_search,127,reference,21,0.009614451093723308,xavier,31.0
278,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,22,0.008552255430198255,xavier,38.0
279,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,23,0.035347165360272624,xavier,33.0
280,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,24,0.007278494209576919,xavier,24.0
281,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,25,0.0021811605100256594,xavier,43.0
282,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,26,0.005783110048879103,he,22.0
283,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,27,0.02160211504239585,he,43.0
284,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,28,0.054634125928425224,he,31.0
285,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,29,0.003585093283880219,he,31.0
286,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,30,0.0013906315903497702,he,41.0
287,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,31,0.0055224069124527935,xavier,31.0
288,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,32,0.013110174408704876,he,43.0
289,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,33,0.00608373088704399,xavier,31.0
290,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,34,0.0031319399913792892,he,23.0
291,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,35,0.0037878784356095876,he,31.0
292,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,36,0.002508771947568082,he,31.0
293,2026-09-01 13:24:09,gate3b_restricted_search,127,reference,37,0.0014846472988074581,he,41.0
294,2026-09-01 13:24:10,gate3b_restricted_search,127,reference,38,0.00036028819984949644,orthogonal,213.0
295,2026-09-01 13:24:10,gate3b_restricted_search,127,reference,39,0.0031085940036842904,he,23.0
296,2026-09-01 13:24:10,gate3b_restricted_search,127,cold,0,0.0017826497151386949,xavier,89.0
297,2026-09-01 13:24:11,gate3b_restricted_search,127,cold,1,0.0002755926764027377,orthogonal,338.0
298,2026-09-01 13:24:11,gate3b_restricted_search,127,cold,2,0.0015498955191377143,orthogonal,98.0
299,2026-09-01 13:24:11,gate3b_restricted_search,127,cold,3,0.00041054120168588934,xavier,213.0
300,2026-09-01 13:24:12,gate3b_restricted_search,127,cold,4,0.001786135519762597,xavier,89.0
301,2026-09-01 13:24:12,gate3b_restricted_search,127,cold,5,0.025248390936171015,xavier,55.0
302,2026-09-01 13:24:12,gate3b_restricted_search,127,cold,6,0.04257625486011382,xavier,43.0
303,2026-09-01 13:24:12,gate3b_restricted_search,127,cold,7,0.0003232148147351276,xavier,213.0
304,2026-09-01 13:24:12,gate3b_restricted_search,127,cold,8,0.07475987911298648,he,43.0
305,2026-09-01 13:24:12,gate3b_restricted_search,127,cold,9,0.011468398705751582,xavier,41.0
306,2026-09-01 13:24:12,gate3b_restricted_search,127,cold,10,0.09358002303673958,he,43.0
307,2026-09-01 13:24:13,gate3b_restricted_search,127,cold,11,0.010179338227279811,he,31.0
308,2026-09-01 13:24:13,gate3b_restricted_search,127,cold,12,0.007297842788123386,he,23.0
309,2026-09-01 13:24:13,gate3b_restricted_search,127,cold,13,0.009051125389593996,he,31.0
310,2026-09-01 13:24:13,gate3b_restricted_search,127,cold,14,0.006309922754320114,he,22.0
311,2026-09-01 13:24:13,gate3b_restricted_search,127,informed_restricted,0,0.0017826497151386949,orthogonal,43.0
312,2026-09-01 13:24:13,gate3b_restricted_search,127,informed_restricted,1,0.01448683388723935,orthogonal,31.0
313,2026-09-01 13:24:14,gate3b_restricted_search,127,informed_restricted,2,0.00010007903854383786,orthogonal,1600.0
314,2026-09-01 13:24:14,gate3b_restricted_search,127,informed_restricted,3,0.0008072307884499761,orthogonal,131.0
315,2026-09-01 13:24:15,gate3b_restricted_search,127,informed_restricted,4,0.0002755926764027377,orthogonal,338.0
316,2026-09-01 13:24:15,gate3b_restricted_search,127,informed_restricted,5,0.00018924123965722266,orthogonal,399.0
317,2026-09-01 13:24:16,gate3b_restricted_search,127,informed_restricted,6,0.0003620600725744741,orthogonal,213.0
318,2026-09-01 13:24:16,gate3b_restricted_search,127,informed_restricted,7,0.001088133500363589,orthogonal,98.0
319,2026-09-01 13:24:16,gate3b_restricted_search,127,informed_restricted,8,0.0015498955191377143,orthogonal,98.0
320,2026-09-01 13:24:16,gate3b_restricted_search,127,informed_restricted,9,0.00413475900783472,orthogonal,56.0
321,2026-09-01 13:24:16,gate3b_restricted_search,127,informed_restricted,10,0.09290791998691832,orthogonal,85.0
322,2026-09-01 13:24:16,gate3b_restricted_search,127,informed_restricted,11,0.012973330597331065,orthogonal,36.0
323,2026-09-01 13:24:16,gate3b_restricted_search,127,informed_restricted,12,0.016535107145461723,orthogonal,31.0
324,2026-09-01 13:24:16,gate3b_restricted_search,127,informed_restricted,13,0.022446911961699983,orthogonal,43.0
325,2026-09-01 13:24:16,gate3b_restricted_search,127,informed_restricted,14,0.01553710788150454,orthogonal,31.0
326,2026-09-01 13:24:17,gate3b_restricted_search,127,universal_restricted,0,0.0017826497151386949,xavier,89.0
327,2026-09-01 13:24:17,gate3b_restricted_search,127,universal_restricted,1,0.01448683388723935,xavier,22.0
328,2026-09-01 13:24:17,gate3b_restricted_search,127,universal_restricted,2,0.00010007903854383786,xavier,784.0
329,2026-09-01 13:24:18,gate3b_restricted_search,127,universal_restricted,3,0.0008072307884499761,xavier,111.0
330,2026-09-01 13:24:18,gate3b_restricted_search,127,universal_restricted,4,0.0002755926764027377,xavier,341.0
331,2026-09-01 13:24:19,gate3b_restricted_search,127,universal_restricted,5,0.00018924123965722266,xavier,458.0
332,2026-09-01 13:24:19,gate3b_restricted_search,127,universal_restricted,6,0.0003620600725744741,xavier,213.0
333,2026-09-01 13:24:19,gate3b_restricted_search,127,universal_restricted,7,0.001088133500363589,xavier,105.0
334,2026-09-01 13:24:20,gate3b_restricted_search,127,universal_restricted,8,0.0015498955191377143,xavier,89.0
335,2026-09-01 13:24:20,gate3b_restricted_search,127,universal_restricted,9,0.00413475900783472,xavier,43.0
336,2026-09-01 13:24:20,gate3b_restricted_search,127,universal_restricted,10,0.09290791998691832,xavier,31.0
337,2026-09-01 13:24:20,gate3b_restricted_search,127,universal_restricted,11,0.07785058870653301,xavier,41.0
338,2026-09-01 13:24:20,gate3b_restricted_search,127,universal_restricted,12,0.0797234062203645,xavier,41.0
339,2026-09-01 13:24:20,gate3b_restricted_search,127,universal_restricted,13,0.017223705768801514,xavier,31.0
340,2026-09-01 13:24:20,gate3b_restricted_search,127,universal_restricted,14,0.02354874493860281,xavier,41.0
341,2026-09-01 13:24:20,gate3b_restricted_search,133,reference,0,0.004430375245218269,xavier,52.0
342,2026-09-01 13:24:21,gate3b_restricted_search,133,reference,1,0.0018662266976517971,orthogonal,71.0
343,2026-09-01 13:24:21,gate3b_restricted_search,133,reference,2,0.07780155576901421,he,40.0
344,2026-09-01 13:24:21,gate3b_restricted_search,133,reference,3,0.005059803874660437,xavier,52.0
345,2026-09-01 13:24:22,gate3b_restricted_search,133,reference,4,0.00011498870747119459,orthogonal,1600.0
346,2026-09-01 13:24:22,gate3b_restricted_search,133,reference,5,0.08626905220714905,xavier,27.0
347,2026-09-01 13:24:23,gate3b_restricted_search,133,reference,6,0.00022637229697395497,orthogonal,507.0
348,2026-09-01 13:24:23,gate3b_restricted_search,133,reference,7,0.0036774346621052147,orthogonal,51.0
349,2026-09-01 13:24:23,gate3b_restricted_search,133,reference,8,0.0023358825194833557,orthogonal,70.0
350,2026-09-01 13:24:23,gate3b_restricted_search,133,reference,9,0.006859416411328701,he,56.0
351,2026-09-01 13:24:23,gate3b_restricted_search,133,reference,10,0.07162629642639848,xavier,27.0
352,2026-09-01 13:24:23,gate3b_restricted_search,133,reference,11,0.07216635702812188,xavier,27.0
353,2026-09-01 13:24:23,gate3b_restricted_search,133,reference,12,0.02365310875574803,xavier,29.0
354,2026-09-01 13:24:23,gate3b_restricted_search,133,reference,13,0.020534207875627673,xavier,31.0
355,2026-09-01 13:24:23,gate3b_restricted_search,133,reference,14,0.023951753262696922,xavier,29.0
356,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,15,0.0839033390712048,xavier,27.0
357,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,16,0.03927811376350381,xavier,27.0
358,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,17,0.013518767635793709,he,29.0
359,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,18,0.0393649882569317,xavier,27.0
360,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,19,0.011984787579315016,xavier,27.0
361,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,20,0.0009712798508231742,he,195.0
362,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,21,0.009411437819487199,xavier,32.0
363,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,22,0.039492920018877095,xavier,27.0
364,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,23,0.04143715539486634,xavier,27.0
365,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,24,0.010846899440410285,xavier,29.0
366,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,25,0.017181266584791313,xavier,32.0
367,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,26,0.047654370741848494,xavier,27.0
368,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,27,0.027597772485757403,xavier,27.0
369,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,28,0.0924810413933908,he,43.0
370,2026-09-01 13:24:24,gate3b_restricted_search,133,reference,29,0.006816384595663999,xavier,38.0
371,2026-09-01 13:24:25,gate3b_restricted_search,133,reference,30,0.0005066595826217725,xavier,265.0
372,2026-09-01 13:24:25,gate3b_restricted_search,133,reference,31,0.055145322692982966,xavier,27.0
373,2026-09-01 13:24:25,gate3b_restricted_search,133,reference,32,0.03078882788973048,xavier,23.0
374,2026-09-01 13:24:25,gate3b_restricted_search,133,reference,33,0.016078217262441196,xavier,29.0
375,2026-09-01 13:24:25,gate3b_restricted_search,133,reference,34,0.03848686347585177,xavier,27.0
376,2026-09-01 13:24:25,gate3b_restricted_search,133,reference,35,0.025534903600640278,xavier,27.0
377,2026-09-01 13:24:25,gate3b_restricted_search,133,reference,36,0.009874240956925705,orthogonal,27.0
378,2026-09-01 13:24:25,gate3b_restricted_search,133,reference,37,0.0036943645257973214,orthogonal,51.0
379,2026-09-01 13:24:25,gate3b_restricted_search,133,reference,38,0.0022068575950315783,orthogonal,71.0
380,2026-09-01 13:24:25,gate3b_restricted_search,133,reference,39,0.005910658622499619,orthogonal,34.0
381,2026-09-01 13:24:25,gate3b_restricted_search,133,cold,0,0.0017826497151386949,xavier,88.0
382,2026-09-01 13:24:26,gate3b_restricted_search,133,cold,1,0.0002755926764027377,orthogonal,424.0
383,2026-09-01 13:24:26,gate3b_restricted_search,133,cold,2,0.0015498955191377143,orthogonal,99.0
384,2026-09-01 13:24:26,gate3b_restricted_search,133,cold,3,0.00041054120168588934,xavier,319.0
385,2026-09-01 13:24:26,gate3b_restricted_search,133,cold,4,0.001786135519762597,xavier,88.0
386,2026-09-01 13:24:26,gate3b_restricted_search,133,cold,5,0.025248390936171015,xavier,29.0
387,2026-09-01 13:24:26,gate3b_restricted_search,133,cold,6,0.04257625486011382,xavier,27.0
388,2026-09-01 13:24:27,gate3b_restricted_search,133,cold,7,0.0003232148147351276,xavier,424.0
389,2026-09-01 13:24:27,gate3b_restricted_search,133,cold,8,0.07475987911298648,he,30.0
390,2026-09-01 13:24:27,gate3b_restricted_search,133,cold,9,0.011468398705751582,xavier,27.0
391,2026-09-01 13:24:27,gate3b_restricted_search,133,cold,10,0.013520030930076584,he,29.0
392,2026-09-01 13:24:27,gate3b_restricted_search,133,cold,11,0.010686274357222558,xavier,29.0
393,2026-09-01 13:24:27,gate3b_restricted_search,133,cold,12,0.012490731612965383,xavier,27.0
394,2026-09-01 13:24:27,gate3b_restricted_search,133,cold,13,0.02373922934121738,xavier,29.0
395,2026-09-01 13:24:27,gate3b_restricted_search,133,cold,14,0.00604100361467369,orthogonal,34.0
396,2026-09-01 13:24:27,gate3b_restricted_search,133,informed_restricted,0,0.0017826497151386949,xavier,88.0
397,2026-09-01 13:24:27,gate3b_restricted_search,133,informed_restricted,1,0.01448683388723935,xavier,29.0
398,2026-09-01 13:24:28,gate3b_restricted_search,133,informed_restricted,2,0.00010007903854383786,xavier,1600.0
399,2026-09-01 13:24:28,gate3b_restricted_search,133,informed_restricted,3,0.0008072307884499761,xavier,181.0
400,2026-09-01 13:24:29,gate3b_restricted_search,133,informed_restricted,4,0.0002755926764027377,xavier,456.0
401,2026-09-01 13:24:30,gate3b_restricted_search,133,informed_restricted,5,0.00018924123965722266,xavier,701.0
402,2026-09-01 13:24:30,gate3b_restricted_search,133,informed_restricted,6,0.0003620600725744741,xavier,370.0
403,2026-09-01 13:24:31,gate3b_restricted_search,133,informed_restricted,7,0.001088133500363589,xavier,130.0
404,2026-09-01 13:24:31,gate3b_restricted_search,133,informed_restricted,8,0.0015498955191377143,xavier,99.0
405,2026-09-01 13:24:31,gate3b_restricted_search,133,informed_restricted,9,0.00413475900783472,xavier,52.0
406,2026-09-01 13:24:31,gate3b_restricted_search,133,informed_restricted,10,0.09290791998691832,xavier,30.0
407,2026-09-01 13:24:31,gate3b_restricted_search,133,informed_restricted,11,0.07785058870653301,xavier,25.0
408,2026-09-01 13:24:31,gate3b_restricted_search,133,informed_restricted,12,0.0464700795252923,xavier,27.0
409,2026-09-01 13:24:31,gate3b_restricted_search,133,informed_restricted,13,0.09182660868186439,xavier,30.0
410,2026-09-01 13:24:31,gate3b_restricted_search,133,informed_restricted,14,0.025829557092615408,xavier,26.0
411,2026-09-01 13:24:31,gate3b_restricted_search,133,universal_restricted,0,0.0017826497151386949,xavier,88.0
412,2026-09-01 13:24:31,gate3b_restricted_search,133,universal_restricted,1,0.01448683388723935,xavier,29.0
413,2026-09-01 13:24:32,gate3b_restricted_search,133,universal_restricted,2,0.00010007903854383786,xavier,1600.0
414,2026-09-01 13:24:32,gate3b_restricted_search,133,universal_restricted,3,0.0008072307884499761,xavier,181.0
415,2026-09-01 13:24:33,gate3b_restricted_search,133,universal_restricted,4,0.0002755926764027377,xavier,456.0
416,2026-09-01 13:24:34,gate3b_restricted_search,133,universal_restricted,5,0.00018924123965722266,xavier,701.0
417,2026-09-01 13:24:34,gate3b_restricted_search,133,universal_restricted,6,0.0003620600725744741,xavier,370.0
418,2026-09-01 13:24:34,gate3b_restricted_search,133,universal_restricted,7,0.001088133500363589,xavier,130.0
419,2026-09-01 13:24:34,gate3b_restricted_search,133,universal_restricted,8,0.0015498955191377143,xavier,99.0
420,2026-09-01 13:24:34,gate3b_restricted_search,133,universal_restricted,9,0.00413475900783472,xavier,52.0
421,2026-09-01 13:24:34,gate3b_restricted_search,133,universal_restricted,10,0.09290791998691832,xavier,30.0
422,2026-09-01 13:24:34,gate3b_restricted_search,133,universal_restricted,11,0.07785058870653301,xavier,25.0
423,2026-09-01 13:24:34,gate3b_restricted_search,133,universal_restricted,12,0.0464700795252923,xavier,27.0
424,2026-09-01 13:24:34,gate3b_restricted_search,133,universal_restricted,13,0.09182660868186439,xavier,30.0
425,2026-09-01 13:24:34,gate3b_restricted_search,133,universal_restricted,14,0.025829557092615408,xavier,26.0
426,2026-09-01 13:24:35,gate3b_restricted_search,136,reference,0,0.004430375245218269,xavier,48.0
427,2026-09-01 13:24:35,gate3b_restricted_search,136,reference,1,0.0018662266976517971,orthogonal,70.0
428,2026-09-01 13:24:35,gate3b_restricted_search,136,reference,2,0.07780155576901421,he,35.0
429,2026-09-01 13:24:35,gate3b_restricted_search,136,reference,3,0.005059803874660437,xavier,47.0
430,2026-09-01 13:24:36,gate3b_restricted_search,136,reference,4,0.00011498870747119459,orthogonal,1600.0
431,2026-09-01 13:24:36,gate3b_restricted_search,136,reference,5,0.08626905220714905,xavier,26.0
432,2026-09-01 13:24:36,gate3b_restricted_search,136,reference,6,0.00022637229697395497,orthogonal,565.0
433,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,7,0.0036774346621052147,orthogonal,64.0
434,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,8,0.0023358825194833557,orthogonal,70.0
435,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,9,0.006859416411328701,he,50.0
436,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,10,0.07162629642639848,xavier,26.0
437,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,11,0.07216635702812188,xavier,26.0
438,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,12,0.02365310875574803,xavier,27.0
439,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,13,0.020534207875627673,xavier,21.0
440,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,14,0.021178889448851296,xavier,21.0
441,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,15,0.016597301987641328,xavier,33.0
442,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,16,0.020406469508651662,xavier,21.0
443,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,17,0.011842466612337468,he,46.0
444,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,18,0.0008965830331984467,xavier,211.0
445,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,19,0.0377064817545237,xavier,20.0
446,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,20,0.038710214024358695,he,27.0
447,2026-09-01 13:24:37,gate3b_restricted_search,136,reference,21,0.0336750536447822,xavier,20.0
448,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,22,0.038736309213967327,xavier,20.0
449,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,23,0.04836919301799425,xavier,38.0
450,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,24,0.039727608479010926,xavier,20.0
451,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,25,0.009626216434502097,xavier,38.0
452,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,26,0.036502671354829486,xavier,20.0
453,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,27,0.010792572229560815,xavier,29.0
454,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,28,0.03181504217064488,he,27.0
455,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,29,0.014162949176325166,xavier,33.0
456,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,30,0.05162475584210662,xavier,38.0
457,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,31,0.029866647656343833,xavier,27.0
458,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,32,0.04499450389076577,xavier,18.0
459,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,33,0.09833600689045018,xavier,31.0
460,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,34,0.04786894252812812,xavier,32.0
461,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,35,0.0071436489308636,xavier,33.0
462,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,36,0.0288889761249271,orthogonal,26.0
463,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,37,0.06302287573552348,xavier,18.0
464,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,38,0.06234995635557237,he,31.0
465,2026-09-01 13:24:38,gate3b_restricted_search,136,reference,39,0.0005329200247232395,orthogonal,278.0
466,2026-09-01 13:24:39,gate3b_restricted_search,136,cold,0,0.0017826497151386949,xavier,117.0
467,2026-09-01 13:24:39,gate3b_restricted_search,136,cold,1,0.0002755926764027377,orthogonal,557.0
468,2026-09-01 13:24:39,gate3b_restricted_search,136,cold,2,0.0015498955191377143,orthogonal,117.0
469,2026-09-01 13:24:40,gate3b_restricted_search,136,cold,3,0.00041054120168588934,xavier,385.0
470,2026-09-01 13:24:40,gate3b_restricted_search,136,cold,4,0.001786135519762597,xavier,117.0
471,2026-09-01 13:24:40,gate3b_restricted_search,136,cold,5,0.025248390936171015,xavier,27.0
472,2026-09-01 13:24:40,gate3b_restricted_search,136,cold,6,0.04257625486011382,xavier,32.0
473,2026-09-01 13:24:41,gate3b_restricted_search,136,cold,7,0.0003232148147351276,xavier,506.0
474,2026-09-01 13:24:41,gate3b_restricted_search,136,cold,8,0.07475987911298648,he,35.0
475,2026-09-01 13:24:41,gate3b_restricted_search,136,cold,9,0.011468398705751582,xavier,29.0
476,2026-09-01 13:24:41,gate3b_restricted_search,136,cold,10,0.014576193863035302,he,39.0
477,2026-09-01 13:24:41,gate3b_restricted_search,136,cold,11,0.010686274357222558,xavier,29.0
478,2026-09-01 13:24:41,gate3b_restricted_search,136,cold,12,0.012490731612965383,xavier,39.0
479,2026-09-01 13:24:41,gate3b_restricted_search,136,cold,13,0.02373922934121738,xavier,27.0
480,2026-09-01 13:24:41,gate3b_restricted_search,136,cold,14,0.030266230252587803,orthogonal,26.0
481,2026-09-01 13:24:41,gate3b_restricted_search,136,informed_restricted,0,0.0017826497151386949,xavier,117.0
482,2026-09-01 13:24:41,gate3b_restricted_search,136,informed_restricted,1,0.01448683388723935,xavier,33.0
483,2026-09-01 13:24:42,gate3b_restricted_search,136,informed_restricted,2,0.00010007903854383786,xavier,1600.0
484,2026-09-01 13:24:42,gate3b_restricted_search,136,informed_restricted,3,0.0008072307884499761,xavier,211.0
485,2026-09-01 13:24:43,gate3b_restricted_search,136,informed_restricted,4,0.0002755926764027377,xavier,585.0
486,2026-09-01 13:24:43,gate3b_restricted_search,136,informed_restricted,5,0.00018924123965722266,xavier,795.0
487,2026-09-01 13:24:44,gate3b_restricted_search,136,informed_restricted,6,0.0003620600725744741,xavier,451.0
488,2026-09-01 13:24:44,gate3b_restricted_search,136,informed_restricted,7,0.001088133500363589,xavier,172.0
489,2026-09-01 13:24:44,gate3b_restricted_search,136,informed_restricted,8,0.0015498955191377143,xavier,125.0
490,2026-09-01 13:24:44,gate3b_restricted_search,136,informed_restricted,9,0.00413475900783472,xavier,52.0
491,2026-09-01 13:24:44,gate3b_restricted_search,136,informed_restricted,10,0.09290791998691832,xavier,31.0
492,2026-09-01 13:24:44,gate3b_restricted_search,136,informed_restricted,11,0.07785058870653301,xavier,25.0
493,2026-09-01 13:24:44,gate3b_restricted_search,136,informed_restricted,12,0.0797234062203645,xavier,14.0
494,2026-09-01 13:24:44,gate3b_restricted_search,136,informed_restricted,13,0.09182660868186439,xavier,26.0
495,2026-09-01 13:24:44,gate3b_restricted_search,136,informed_restricted,14,0.027775736900324165,xavier,27.0
496,2026-09-01 13:24:44,gate3b_restricted_search,136,universal_restricted,0,0.0017826497151386949,xavier,117.0
497,2026-09-01 13:24:45,gate3b_restricted_search,136,universal_restricted,1,0.01448683388723935,xavier,33.0
498,2026-09-01 13:24:46,gate3b_restricted_search,136,universal_restricted,2,0.00010007903854383786,xavier,1600.0
499,2026-09-01 13:24:46,gate3b_restricted_search,136,universal_restricted,3,0.0008072307884499761,xavier,211.0
500,2026-09-01 13:24:46,gate3b_restricted_search,136,universal_restricted,4,0.0002755926764027377,xavier,585.0
501,2026-09-01 13:24:47,gate3b_restricted_search,136,universal_restricted,5,0.00018924123965722266,xavier,795.0
502,2026-09-01 13:24:47,gate3b_restricted_search,136,universal_restricted,6,0.0003620600725744741,xavier,451.0
503,2026-09-01 13:24:48,gate3b_restricted_search,136,universal_restricted,7,0.001088133500363589,xavier,172.0
504,2026-09-01 13:24:48,gate3b_restricted_search,136,universal_restricted,8,0.0015498955191377143,xavier,125.0
505,2026-09-01 13:24:48,gate3b_restricted_search,136,universal_restricted,9,0.00413475900783472,xavier,52.0
506,2026-09-01 13:24:48,gate3b_restricted_search,136,universal_restricted,10,0.09290791998691832,xavier,31.0
507,2026-09-01 13:24:48,gate3b_restricted_search,136,universal_restricted,11,0.07785058870653301,xavier,25.0
508,2026-09-01 13:24:48,gate3b_restricted_search,136,universal_restricted,12,0.0797234062203645,xavier,14.0
509,2026-09-01 13:24:48,gate3b_restricted_search,136,universal_restricted,13,0.09182660868186439,xavier,26.0
510,2026-09-01 13:24:48,gate3b_restricted_search,136,universal_restricted,14,0.027775736900324165,xavier,27.0
511,2026-09-01 13:24:49,gate3b_restricted_search,138,reference,0,0.004430375245218269,xavier,242.0
512,2026-09-01 13:24:49,gate3b_restricted_search,138,reference,1,0.0018662266976517971,orthogonal,189.0
513,2026-09-01 13:24:49,gate3b_restricted_search,138,reference,2,0.07780155576901421,he,189.0
514,2026-09-01 13:24:50,gate3b_restricted_search,138,reference,3,0.005059803874660437,xavier,265.0
515,2026-09-01 13:24:51,gate3b_restricted_search,138,reference,4,0.00011498870747119459,orthogonal,1600.0
516,2026-09-01 13:24:51,gate3b_restricted_search,138,reference,5,0.08626905220714905,xavier,189.0
517,2026-09-01 13:24:52,gate3b_restricted_search,138,reference,6,0.00022637229697395497,orthogonal,1600.0
518,2026-09-01 13:24:52,gate3b_restricted_search,138,reference,7,0.0036774346621052147,orthogonal,189.0
519,2026-09-01 13:24:52,gate3b_restricted_search,138,reference,8,0.0023358825194833557,orthogonal,189.0
520,2026-09-01 13:24:53,gate3b_restricted_search,138,reference,9,0.006859416411328701,he,272.0
521,2026-09-01 13:24:54,gate3b_restricted_search,138,reference,10,0.0006304101883365796,orthogonal,1600.0
522,2026-09-01 13:24:54,gate3b_restricted_search,138,reference,11,0.07216635702812188,he,359.0
523,2026-09-01 13:24:55,gate3b_restricted_search,138,reference,12,0.023424015777204342,he,166.0
524,2026-09-01 13:24:55,gate3b_restricted_search,138,reference,13,0.020527514539894275,he,166.0
525,2026-09-01 13:24:55,gate3b_restricted_search,138,reference,14,0.021178889448851296,he,166.0
526,2026-09-01 13:24:55,gate3b_restricted_search,138,reference,15,0.023222292970964075,he,166.0
527,2026-09-01 13:24:55,gate3b_restricted_search,138,reference,16,0.022037820237663697,he,166.0
528,2026-09-01 13:24:55,gate3b_restricted_search,138,reference,17,0.010840666961995501,he,129.0
529,2026-09-01 13:24:56,gate3b_restricted_search,138,reference,18,0.010134652535126017,he,129.0
530,2026-09-01 13:24:56,gate3b_restricted_search,138,reference,19,0.010906207955167429,he,129.0
531,2026-09-01 13:24:57,gate3b_restricted_search,138,reference,20,0.0009712798508231742,he,1600.0
532,2026-09-01 13:24:57,gate3b_restricted_search,138,reference,21,0.010709024254268881,he,129.0
533,2026-09-01 13:24:57,gate3b_restricted_search,138,reference,22,0.011375129032050369,he,129.0
534,2026-09-01 13:24:57,gate3b_restricted_search,138,reference,23,0.010155063855043101,he,129.0
535,2026-09-01 13:24:57,gate3b_restricted_search,138,reference,24,0.039727608479010926,he,157.0
536,2026-09-01 13:24:58,gate3b_restricted_search,138,reference,25,0.008528796329853667,xavier,189.0
537,2026-09-01 13:24:58,gate3b_restricted_search,138,reference,26,0.034944385388506714,he,157.0
538,2026-09-01 13:24:58,gate3b_restricted_search,138,reference,27,0.0019717156750554544,he,583.0
539,2026-09-01 13:24:59,gate3b_restricted_search,138,reference,28,0.014766184445570285,he,129.0
